Work Type	Volunteering Opportunity: Ref	No. of Volunteers Required	Organisation: Organisation Name	Client Group	Title	Full Description	Organisation: Aims And Objectives	Experience Required	Minimum Age	Monday Morning	Monday Afternoon	Monday Evening	Tuesday Morning	Tuesday Afternoon	Tuesday Evening	Wednesday Morning	Wednesday Afternoon	Wednesday Evening	Thursday Morning	Thursday Afternoon	Thursday Evening	Friday Morning	Friday Afternoon	Friday Evening	Saturday Morning	Saturday Afternoon	Saturday Evening	Sunday Morning	Sunday Afternoon	Sunday Evening	Travel Expenses	Travel Details	Organisation Contact	Organisation: Phone	Organisation: Email
Befriending / Mentoring	VO38366	20	Home-Start Dundee	Families	Home-visiting Befriender	Home-Start Dundee provides support to families who have at least one child of pre-school age. The support is provided by the home-visiting befriender who will receive training and then be matched with a suitable family. They will usually visit for 1-3 hours per week. The befriender may provide emotional support to a parent adapting to change or provide practical assistance to a family who may be struggling with day-to-day issues affecting them. The befriender may just need to be a good listener or be able to sign-post the family to other support that is available to them. The befriender will be able to help families cope with the pressures they face and can make a real difference to a family as they move forward in life.	"The organisation aims to offer support, friendship and practical assistance to families; visit families who have at least one child under 5 years in their own homes, encourage parents to play with and understand their children and build the parents' self-confidence; and re-assure parents' that difficulties in bringing up children are not unusual."	The befriender should be a good listener with an interest in families and making a difference to other peoples lives.	17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Public transport rate or mileage allowance as appropriate.	"Home-Start is based at 30 Whitehall St, Dundee. Volunteers visit families in the family home."	Derek Hobbs	01382 202040	admin@homestart-dundee.org.uk
Befriending / Mentoring	VO38369	10	Youth-Link Dundee	Young People	Befriender	"Youth-link was established in 1981 and offers a befriending service to young people aged 5-18 in Dundee, who it is thought will benefit from the support and friendship of a volunteer befriender. The volunteer befriender and the young person will enjoy outings and share interests together, it is also hoped that the young person will feel confident enough to discuss any problems or issues they may have. If you feel you have something to offer, have time on your hands, looking to change careers, put something back into society, or are just looking for a new challenge, then why not try volunteering with Youth-link (Dundee) IT'S FUN"	To offer support on a one-to-one or group setting to young people (5 - 18) who are experiencing difficulties with their lives.	"Sense of humour, ability to have fun, patience."	18	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	"Public transport & Car mileage costs paid, and any other out of pocket expenses incurred up to a set limit. Reimbursements paid weekly/fortnightly/monthly. Volunteers submit claim form accompanied by receipts."	Training & Support is at Youth-link's office. Befriending is throughout Dundee.	Linda Smith	01382 630063	admin@youthlinkdundee.org.uk
Befriending / Mentoring	VO38417	10	Monifieth Befriending Scheme (Dundee)	Elderly	Befriender	"Volunteers receive a ""feel good factor"" and a sense of satisfaction helping others, opportunity to give something back to the community, to gain experience which may be useful if later seeking a career in caring. The service user gains contact with the outside community, befriender visits and spends quality time with user providing stimulation and conversation. The befriender may take the user out, where this might not otherwise be possible."	To bring friendship to socially isolated older people and bereaved people of any age living in Monifieth.	The main criteria is a caring person who is interested in others.	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Travel expenses reimbursed - bus fares or petrol currently 40p per mile.	"In the home of the older person or bereaved person in Monifieth or on outings within the local community, if the client is physically able to go out."	Lyndsey le Grice	01382 534000	monifieth@befriending.fsnet.co.uk
Befriending / Mentoring	VO38448	1	University of Dundee (Student Services)	Education / literacy	Student Volunteer/ Peer Connections Partner	"There are a variety of roles for student volunteers within the University of Dundee. Students can volunteer with peer connections - welcoming, befriending/buddying or mentoring fellow students. Student tutors can help out in local schools or work with the wider access team to encourage others to fulfil their potential by coming to university. Class and faculty representatives or student association representatives can provide a voice for fellow students at various levels ensuring that student opinions and concerns are raised and acted upon."	"To enable students to get the information they need to find their way around and settle in, help them meet, mix with, learn from, share information and experience with other students."	"No previous experience is required. Positive attitude, flexible and good communication skills."	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Student tutors receive a max. of 8 return journeys by cheapest possible mode of transport. Claims submitted at end of placement (8 weeks). Paid by cheque. Pay outs are reclaimed from the 4 councils whose schools benefit.	"Within University campus and Dundee City. Also some student volunteers tutor in high schools in Perth, Dundee and Fife. Some students choose high schools near their homes or travel from Dundee for one afternoon per week."	Joan Muszynski	01382 384932	studentservices@dundee.ac.uk
Befriending / Mentoring	VO38463	20	Hearing Voices Network Dundee	Mental Health	Befriender/Mentor	Hearing Voices Network Dundee is dedicated to supporting people who hear voices. We offer self-help groups where people can talk openly about their voices with each other in a safe and understanding environment. This gives them an opportunity to share strategies for coping with their voices.	"To gather information about voices in order to help understand more about what the experience means. To develop ways to help people cope successfully with their voices, awareness raising in society. To bring voice hearers together to share experiences and ways of coping with their voices in a safe environment."	"Enthusiastic, good listening skills, compassion, patience."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30p per mile or bus fare.	"The HaVeN, 216-222 Hilltown, Dundee, DD3 7AU."	Lorraine Lindsay	01382 223023	kathryn@havendundee.co.uk
Befriending / Mentoring	VO38483	10	Tayside Cancer Support (Dundee)	Health/Hospitals/Hospices	Befriender	"An opportunity to become a befriender to anyone affected by cancer, whether as a patient, relative, friend or carer. Befriending is on a one to one basis and gives support to a person outwith their family or circle of friends. This support can be ongoing or as long as the person requires it."	"Tayside Cancer Support is a voluntary organisation which offers support, information, counselling and befriending for anyone affected by cancer - patients, relatives, friends and professionals."	Listening and communication skills. Training is provided.	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Out of pocket expenses re tea/coffee etc. and travel expenses reimbursed (on production of receipts).	"In person's own home or by telephone contact or mutually agreed place for chat, coffee etc."	Ellen Reid	01382 740468	ellenreid@nhs.net
Befriending / Mentoring	VO38489	10	Action For Children (Dundee)	Young People	Supporting Young People	"Action for Children would like to offer suitable candidates a diversity of opportunities. We are looking for enthusiastic people who have a real interest in the wellbeing of vulnerable young people and families. There are opportunities for mentors, advocates, one to one work, groupwork and befriending."	"Action for Children has grown substantially since the early 1990's, with double the number of projects and a consequent increase of staff. Action for Children's strategic plan 2003/08 aims to further our growth and development to become ""the UK's acknowledged voluntary service leader in the provision of high quality children's services"". The plan focuses on both the work we do and the future shape of the organisation to safeguard our future in the longer term."	Experience working with vulnerable groups would be an advantage. However training will be provided to the suitable applicants who are willing to offer a commitment.	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	All reasonable out of pocket expenses will be reimbursed.	At Action for Children Projects throughout Dundee.	Regan Martin	01382 455709	fiona.erickson@actionforchildren.org.uk
Befriending / Mentoring	VO38523	1	NHS Tayside	Learning Disabilities	Befriender/Buddy	"People who are learning disabled are often lonely. By devoting a little time in getting to know the person, you will make a real difference."	NHS Tayside Healthy Working Lives Team encourages and supports workplaces in thinking how Health & wellbeing can be promoted within their workplace. There is evidence that encouraging people to be active and getting out doors is great for improving mental health & wellbeing. The Health Working Lives Team are keen to do everything we can to support the health & wellbeing of people throughout Tayside and as such are keen that as many workplaces as possible provide opportunities for staff to incorporate walking into their daily lives.	Interest in meeting other people.	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bus or car travel expenses paid to and from volunteer contact point.	Cafes and pub locations in the city.	Stan Phillips	01382 424093	patdavidson@nhs.net
Befriending / Mentoring	VO38581	15	Tayside Council on Alcohol (Dundee)	Young People	Link Up Mentor	"The Link-Up Project provides a mentoring service to vulnerable young people living within the boundaries of Dundee City. The target group are those young people who are involved in some way with substance misuse or offending. The service recruits, trains, supports and supervises volunteer mentors who are then matched with individual young people. Mentoring matches are closely monitored and reviewed to ensure they remain purposeful. You must be able to commit 2-4 hours per week for at least 1 year. Volunteers will be supported by the Mentoring Coordinator and full training will be provided. Having your own transport would be beneficial."	"Tayside Council on Alcohol provides counselling, support and information to anyone affected by their own, or anothers, problem drinking. We also work in many ways to raise awareness of alcohol related issues and promote sensible and positive use of alcohol. The young persons services provide a wide range of support and treatment facilities for young people experiencing problems because of their substance use."	"Non judgemental,reliable, ability to work as part of a team, empathic attitude, flexible, sense of humour, honest, understanding of and commitment to confidentiality and to the work of TCA, understanding of child protection issues."	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Travel expenses paid at rate of 40p per mile.	Within Dundee.	Angie Farrell	01382 456012	enquiries@alcoholtayside.com
Befriending / Mentoring	VO38691	10	Bield Housing & Care (Dundee)	Elderly	Befriender	"Do you enjoy the company of older people? Are you patient, have a good sense of humour? We are looking for individuals from all walks of life who may wish to gain some work experience or simply wish to give something back to their community. We are hoping to find individuals who are able to spend a few hours on a regular basis to join our team of ""Befriending Volunteers"" who work on a one to one basis with the tenants of Bield Housing. As a Befriender you could visit for a ""chat with a cuppa"" or accompany them on any errands they might have or simply go out for a short trip to a local place of interest. Many of our residents are without family and friends and the power of one to one conversation from a friendly face can really lighten up their day. So if you believe you have the opportunity to offer some of your time to a resident in a friendly and supportive way please give me a call. You can make such a difference to many people's lives!"	"To enable older people to live independent and fulfilling lives by being a leading and innovative provider of high quality appropriate housing, care and support services."	No experience required however an interest in older people is essential.	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Out of pocket expenses paid.	We have 11 Bield Housing Schemes throughout Dundee - we could possibly match you to a scheme close to your home. All schemes are accessible via public transport.	Jeni Sinclair	01382 309059	j.sinclair@bield.co.uk
Befriending / Mentoring	VO38788	10	Whizz-Kidz	Physical Disability	Buddy	"Whizz-Kidz is looking for bright and enthusiastic volunteers to assist us in the delivery of our Kidz unlimited project. This includes Wheelchair Skills Training programmes and Ambassador Clubs for young wheelchair users. Volunteers are there to encourage the kids to get involved and give things a go, acting as their ?buddy? on the day. Wheelchair Skills Training programmes are held over a period of 3 ? 5 days, often but not always in the school holidays - times vary. Ambassador Clubs will take place in this area approximately every 8 weeks for one day ? usually a Saturday or during the school holidays and last from 9am ? 4pm. The more days volunteers are able to make, the more they will get out of it. These roles would ideally suit someone who is studying to become an occupational therapist, physiotherapist, speech therapist, social worker, teacher, however this is not a necessary requirement. Previous experience of working with disabled people or children is desired but not essential. ONLINE APPLICATIONS THROUGH WEBSITE ONLY. WWW.WHIZZ-KIDZ.ORG.UK,"	"Whizz-Kidz is a charity that is all about giving disabled children and young people the independence to enjoy an active childhood ? at home, at school and at play. By providing them with customised mobility equipment, training, advice and life skills, we actually give them something much more important; the independence to be themselves. We make an immediate and life changing difference to their lives and their families."	"Essential skills: Enthusiastic, active, outgoing, supportive, friendly and sensitive to others, proactive and not afraid to get involved, ability to communicate with young people, Flexible. Desired experience: Experience of working with disabled people,"	16	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	40p per mile for petrol costs. £30 max public transport expenses paid.	Locations may vary.	Amy Senior	0207 798 6117	info@whizz-kidz.org.uk
Befriending / Mentoring	VO38901	10	Roxburghe House	Health/Hospitals/Hospices	Social Support	"The Community Volunteer Service offers social support to those with a life limiting illness receiving palliative care in their own homes. This is an opportunity to offer support with activities such as: - taking the person for a walk - taking them to the shops - going for a coffee with them - going to the cinema - sitting chatting - going for a drive - accompanying the person to appointments. Individuals will be matched with volunteers, depending on the type of activity each would like to do."	Roxburgh House provides palliative care for those with a life limiting illness.	We are looking for volunteers with good communication skills and the ability to get on with others.	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Out-of-pocket expenses will be reimbursed.	"Depending on the activity, in the individual's house or possible trips around Dundee, e.g., shops, cinema, park, pub."	Derek McFarlane	01382 423128	jim.orr@nhs.net
Befriending / Mentoring	VO42868	20	Tayside Council on Alcohol (Dundee)	Young People	Plusone Mentor	"Plusone mentoring is looking for people that are willing to regularly meet up with a young person and do things together that are fun and engaging. You must be a good listener and be able to engage in conversations with the young person to encourage them to develop important life skills. You will always set a good example to the young person and encourage positive behaviour. You will play an important role in helping a young person achieve their full potential and build on the young person's strengths. This kind of relationship would make a difference within the community and make a difference in the life of a young person, supporting them to make better choices. The mentor has the opportunity to meet new people and make a difference in their community. This also gives the young person and the Mentor the chance to try new things together."	"Tayside Council on Alcohol provides counselling, support and information to anyone affected by their own, or anothers, problem drinking. We also work in many ways to raise awareness of alcohol related issues and promote sensible and positive use of alcohol. The young persons services provide a wide range of support and treatment facilities for young people experiencing problems because of their substance use."	No formal qualifications are required. Should be able to reflect on own life experiences and show empathy to a young person. Non-judgemental.	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Mileage rates are 45p per mile. A £50 float will be given to cover all expenses i.e. bus fares and activity costs. Receipts must be retained.	Within the local community. The young person would get picked up at home and taken to do different activities and then dropped back at home.	Angie Farrell	01382 456012	enquiries@alcoholtayside.com
Befriending / Mentoring	VO43544	100	Equal Approach Ltd	Learning Disabilities	Mentor & Befriender	"We are currently working with Remploy and the Mentoring & Befriending Foundation (MBF) to recruit volunteers across the UK to support disabled and disadvantaged individuals who have been made redundant following the recent closure of Remploy factories. We want to train you to become a mentor or befriender to enable you to efffectively support disabled people who have been made redundant. With your help, these individuals could become more independent, confident and find a new job."	Equal Approach embraces equal opportunities and diversity in all of its business activities. The Company offers consultative recruitment solutions by working in partnership with both their clients and applicants to produce results that directly and positively impact on their business objectives. Much of the Company?s success can be attributed to the values they hold and that are embedded throughout the organisation which delivers a powerful business model and a vibrant organisation.	"Be a good listener, be reliable, have a caring attitude, be non-judgemental, be able to respect confidentiality and be committed to the development of others."	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			Kiri Chahal	01283 743927	mentorforsuccess@equalapproach.com
Befriending / Mentoring	VO50299	5	Cornerstone (Dundee)	Learning Disabilities	My Story Buddy	"We are looking for a team of creative individuals who are willing to give some of their time to help produce ""This is Me"" files for the people we support. Within these files, we will have the people's likes and dislikes, things that would help in certain situations, their favourite things, their schedules and so on. This project is new so we are looking for a small group of volunteers to start it up. We need creative and motivated individuals within the community. No experience is necessary; all we ask is that you are patient and caring. If you're interested in giving something back to the community and have an hour or so free each week, this could be the opportunity for you."	"At Cornerstone our aim is simple, 'to enable the people we support to enjoy a valued life.' Every day acrosss Scotland we support people with 'dis'abilities and other support needs to become more independent and active in their community."	"No experience is required. You should be creative, caring and patient. Potential volunteers will require a PVG check."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	All out of pocket expenses will be reimbursed on production of receipts. Travel at 45p per mile.	Dundee - most work will be at City Quay but travel to services around Dundee by bus or car will be required.	Lorna Hornsby	01382 220238	enquiries@cornerstone.org.uk
Befriending / Mentoring	VO55279	10	Caledonia Housing Association (Dundee)	Elderly	Befriender - One to One Support	"Can you spare 2 hours per week or fortnight to volunteer as a befriender, supporting older people within Caledonia Housing Association?s Sheltered Housing or the wider Dundee community. There are many older people with limited family support, wanting social contact. This could be someone to talk to; share a joke or gossip; discuss politics; chat or reminisce; go for a walk; visit a local café. We are looking for both male & female volunteers who are friendly and tolerant with good communication skills and the ability to listen to others. A creative person who can come up with interesting ideas to overcome barriers, for example physical disability, reduced verbal communication skills after a stroke, or the onset of dementia. Could you be a reliable companion? ? break through the barriers to make a difference in somebodies life? If so, we would like to talk to you."	"Caledonia Housing Association provides sustainable homes and a range of services for its tenants. The majority of its tenants are older people, from retirement age up. The volunteer programme is designed to support services for older people or those disadvantaged through disability or ill-health, living in the Dundee area. Home Help Service - Domestic Home Help service enabling customers to stay in their own home. Flexible personalised and professional service to you. All staff are PVG approved. Combatting social isolation."	"We are looking for friendly and caring people who can communicate well. Part of communication is the ability to listen. We are looking for creative people who will come up with interesting ideas of satisfying the befriendee?s needs and overcome any barriers. It is also important to be reliable, trustworthy and patient. A good sense of humour ? any additional life skills/ interests would be a bonus."	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Travel expenses can be provided for the journey to and from the location of volunteering. For public transport and car users - (mileage rates for cars is 0.45p per mile)	Across Dundee. We will try to select a befriendee who lives near to the befriender - but this will not always be possible.	Gary Flew	01382 237179	gary.flew@caledoniaha.co.uk
Befriending / Mentoring	VO55280	10	Caledonia Housing Association (Dundee)	Elderly	Befriender / Peer Befriender	"A good befriending relationship can be as beneficial for the befriender and the befriendee. It is the need of everyone to have company and companionship in our life. If you can spare 2 hours per week to be a volunteer Companion/befriender, supporting older people in Dundee then please read on. There are many older people with limited family support, wanting social contact. This could be someone to talk to; share a joke or gossip with; share hobbies or interests; go for a walk; visit a local café. We are looking for volunteers, both male and female, who are friendly and tolerant with good communication skills and the ability to listen to others. A creative person who can come up with interesting ideas to overcome barriers, for example physical disability, reduced verbal communication skills, or the onset of dementia. Make a difference to somebodies life."	"Caledonia Housing Association provides sustainable homes and a range of services for its tenants. The majority of its tenants are older people, from retirement age up. The volunteer programme is designed to support services for older people or those disadvantaged through disability or ill-health, living in the Dundee area. Home Help Service - Domestic Home Help service enabling customers to stay in their own home. Flexible personalised and professional service to you. All staff are PVG approved. Combatting social isolation."	We are looking for friendly and caring people who can communicate well. We are looking for creative people who will come up with interesting ideas of satisfying the befriendee?s needs and overcome any barriers.	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Travel expenses can be provided for the journey to and from the location of volunteering. For public transport and car users - (mileage rates for cars is 0.45p per mile)	Caledonia Housing Association will provide volunteers for other organisations so the location can be anywhere throughout Dundee. We will try to select a befriendee who lives as near to the befriender as possible . An ability to travel is important and having your own transport would be good.	Gary Flew	01382 237179	gary.flew@caledoniaha.co.uk
Befriending / Mentoring	VO55340	5	Women's Rape and Sexual Abuse Centre	Womens Groups	Befriender	"It has been demonstrated that Befriending increases confidence and self esteem, emotional health and well being, self-worth, improves relationships and reduces social isolation. Having recently consulted service users, there was an overwhelming demand for a befriending project. Comments from service users included ?I have at times found it really difficult to go out, to the shops, swimming and something like this would help.? WRASAC has been able to secure some funding to cover Volunteer Befrienders Expenses. The befrienders will accompany and support women to engage in social and physical activities e.g. visiting museums, going to the cinema, going for a coffee, swimming, access to gym, walking etc. A Recruitment Evening is planned for the beginning of March with training towards the end of March."	"The Women?s Rape and Sexual Abuse Centre is a local organisation covering Dundee, Angus, and parts of Perthshire and Fife. We provide free and confidential support services to women and girls aged 13 years and over who have been raped, sexually abused or sexually exploited at any time in their life. We welcome all service users, staff and volunteers who identify as women irrespective of religion, race, age, sexual orientation, pregnancy and maternity or disability."	"Excellent communication skills, empathy, enthusiasm, non-judgmental and an interest in a range of different activities from social to physical."	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45p per mile. Public transport covered.	Opportunities throughout Dundee and Angus. Travel Expenses will be covered according to WRASAC Policy.	Rachel Coleman	01382 205556	wrasac@btconnect.com
Befriending / Mentoring	VO55347	0	The Blurt Foundation CIC	Mental Health	Mentor (To those affected by Depression)	"What makes a good mentor? Well, you probably all have ideas of your own, but the very best mentors are helpful, positive, trustworthy and able to keep things confidential. You need to be reliable, empathetic and able to question people sensitively, as well as being able to share your own experiences in a useful way. Also a good understanding of the barriers faced by people with depression and the issues facing them is also helpful in the relationship. However the most important thing of all is to care. You don't even need to be qualified - as long as you have ears and are willing to listen, you're right for us. We are confident that every single mentor will bring something different to the Blurt table."	"Have you been affected by depression? Could you use your hindsight as someone else's foresight? The Blurt Foundation delivers an online mentoring scheme which supports those affected by depression. The programme is looking to recruit, train and support volunteers who will offer their time to provide mentoring support to clients identified by Blurt. As a mentor, you will be assigned a small (and manageable) number of mentees who have written to us asking for our help and support. Using a monitored Blurt email address, we want you to be a shoulder to cry on. No gimmicks, nothing complicated, we just want you to be a friend."	"No formal qualifications are required but it helps if you have had depression or know somebody that has. It also helps if you are empathetic and of a caring nature, that has an ability to listen."	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		The opportunity is based from the volunteer's home as it is all done through email exchange.	Dominic Hardy	07707 019037	dom@blurtitout.org
Befriending / Mentoring	VO55603	3	The Prince?s Trust - Scotland	Young People	Business Mentor	"Business Mentors provide support to young people once the 4 day programme is completed. The role is about guidance and helping the young people to develop their business whilst also building their confidence and skills. It involves helping young people to find information, understand problems, identify solutions and implement action plans."	"We are a UK charity which aims to work with the most excluded young people aged 13 - 30, engaging them in personal development opportunities, which should lead them to taking responsibility for their lives. We ensure best quality outcomes for the young people we help and create an environment where staff and volunteers perform at their best."	"An understanding of the issues facing The Prince?s Trust target groups, an ability to relate to and empathise with young people, an understanding of the different components of a small business and the challenges facing them."	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	"Reimbursement of expenses is at our discretion, based on assessment of The Trust's requirements, the available budget and the volunteer's own needs. Evidence of class 1 business insurance is required for mileage claims made."	Mentor and mentee arrange to meet in a mutually convenient public place in Dundee at a time to suit them both.	Fiona Prior	0141 204 4409	fiona.prior@princes-trust.org.uk
Befriending / Mentoring	VO56059	10	Cair Scotland	Drugs / Alcohol Issues	Peer Mentor	We have opportunities for peer mentors who have personal experience of substance misuse and recovery. The opportunity is to support others through the recovery journey. We are looking for people who are willing to share their own experience of recovery to help others to sustain their recovery journey and build a meaningful life in their own community. The role will involve working with staff to deliver group support sessions and also to support individuals in a befriending and advocacy support role. Training and support will be provided.	"To reduce harms and risks in relation to health, criminal justice, substance misuse/recovery."	"Good listening skills, motivation to help others, an understanding of the many issues affecting someone trying to recover from substance misuse and personal experience of substance use and recovery from addiction."	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	Public transport expenses will be paid on production of a valid ticket. If using own car mileage will be covered at current rates.	"The Cairn Centre, 12 Rattray Street Dundee and other locations throughout Dundee according to need. Travel expenses will be reimbursed"	Pauline McIntosh	01382 200532	admin@cairscotland.org.uk
Befriending / Mentoring	VO56583	15	Positive Steps Partnership	Elderly	Befriender - Older People	"Positive Steps will be running a set of workshops for Older People over the age of 65 years old at various locations throughout Dundee. This project is called the Shared Thinking Empowerment Project (STEP). We require a flexible pool of volunteers that can contribute 2-4 hours of their time weekly to assist the more vulnerable participants to and from the venue. Likewise, support the person to enable them to engage fully with the programme content. The Buddy system will hopefully reduce the issue of isolation as well as stimulate social participation for the older person. We will provide training for the volunteer and provide the means to assist the person to attend the workshops by covering expenses."	"Promotion of good health and social welfare via the provision of community training, care and social support services, tenancy sustainment and supported accommodation."	"Excellent communication skills, patience and a practical understanding of the barriers that face older people. Having worked in a caring role or networks that deal with older people would be advantageous but not necessary as training will be provided."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		Different community centres and communal lounges throughout Dundee depending on what is best for the participants involved.	Gavin Nicol	01382 561822	info@positivesteps.org.uk
Befriending / Mentoring	VO56667	0	National Autistic Society - Dundee	Sensory Impairment	Social Group Assistant	"Volunteers make a difference to the life of someone with autism. Social Group Assistants accompany people with autism to social groups, clubs, or events in the local community. This could be going bowling, to the cinema, archery or going out for a drink and a chat. You will work with a Social Group Leader and other volunteers. Groups meet once per month or once per fortnight for approx. 3 hours. Travel expenses, cost of the activity will be covered by NAS. Training provided: Safeguarding adults, child protection, information on autism and supporting people with autism, risk assessment, lone working, confidentiality."	"We are the leading UK charity for people with autism (including Asperger syndrome) and their families. We provide information, support and pioneering services, and campaign for a better world for people with autism."	"Empathy, understanding, open-minded and willing to learn, good communication and interpersonal skills, ability to work with others, reliable, consistent, dependable and trustworthy."	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Public transport expenses met	Volunteering will take place in Dundee and surrounding areas.	Sandra Buckley	07436 545021	siobhan.hogg@nas.org.uk
Befriending / Mentoring	VO56904	5	St Andrews Family Support Project	Families	Antenatal Befriender	"The role of the volunteer befriender will be to support young parents, to build on their strengths and promote the health and wellbeing of the young mother and her developing baby. The families will be matched with a trained volunteer befriender; ideally this would be as early in the pregnancy as possible to allow the befriender and parents to build a trusting relationship. The befriender will visit the family for 1-2 hours a week before the baby is born and for the first 3 months of the baby?s life. The befriender will work in partnership with the parents to support a plan that meets the needs identified by the parents. This could involve supporting parents to engage with medical services, preparing for the baby?s arrival, sourcing equipment, providing emotional support and planning for the impact of the baby on the parents and other children in the family. A full training programme and ongoing support will be provided. The ability to make a commitment of 1-2 hours per week for a 12 months period is important."	"The St Andrew's Family Support Project aims to encourage and support young parents, 21 years and under, and their children, as individuals and in families, to overcome the difficulties they may face, to develop their self esteem, to build their confidence, to promote their own learning abilities, to share their life skills and to promote their own well-being, mentally, spiritually and physically.We offer a welcoming, non-judgemental parent support facility for young parents, 21 and under, and their children. The young parents can meet together, receive support and help if wanted and be encouraged to develop positive interaction and play skills with their children. We also offer a creche (2pm - 4pm) in order for the parents to access education and training."	Experience of or an interest in pregnancy.	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bus fares will be reimbursed and mileage will be paid at 45p per mile.	At the client?s home or antenatal appointments/education. Travel by bus or car.	Paula Ewen	01382 200466	parishproject@btconnect.com
Befriending / Mentoring	VO56907	6	Carolina House Trust	Young People	Befriender	"Carolina House Trust are currently expanding the service that we offer young people leaving care and are now accepting applications for Befrienders. We hope you will join us on our exciting journey! After matching, Befrienders will spend a few hours every week with a young person having a chat, going for a coffee, supporting them at appointments or participating in a social activity. Befrienders will make a real difference supporting young care leavers to build up their confidence and self esteem by providing a listening ear and encouraging the young person to get out and about in their community and to rediscover old interests or hobbies or to find new ones. Befrienders will enhance their own confidence and communication skills as part of the Befriending role and alongside improving the lives of the young care leavers, will also have the opportunity to gain new experiences and have some fun!"	"The charity works with disadvantaged young people to provide care and address the often complex physical, emotional or social needs of children who are not living within their own families. We work in partnership with various local authorities and other agencies to provide a residential and foster care service to meet the needs of our individual service users."	"You should have experience of working with children, young people or vulnerable adults. You should be reliable and committed to the befriendee. Having a friendly and positive outlook is essential as this will help motivate and inspire our young people."	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Carolina House Trust pay public transport expenses or car mileage expenses (40p per mile) and other out of pocket expenses eg refreshments or entry into activities ( a maximum amount applies).	"Befriending will usually happen within the young person?s community or the town centre. We also have a Resource Base here at Carolina House Trust, Luna Place, Dundee Technology Park. The resource base has cooking facilities, computers, a pool table and arts and craft activities."	Shirley Ramsay	01382 561279	info@carolina.org.uk
Befriending / Mentoring	VO57224	3	Inclusion Group	Learning Disabilities	Social Drop-In Group Facilitator	"This opportunity is for a social DROP- IN group where people with additional support needs come together weekly to participate in pre-arranged activities that may include Arts, Crafts, Health, Fitness, Cooking, Newsletter preparation etc. Along with a team leader the facilitator will encourage group members to participate in activities, engage socially, demonstrate appropriate behavior and promote an inclusive culture. The facilitator will also have the opportunity to assist the team leader in planning and preparing activities, engaging with participants, provide refreshments during the session and provide feedback at the conclusion of the session. There may be some petty cash-handling involved."	"The Inclusion Group aims to promote the inclusion of children, young people and adults with additional support needs in mainstream education & leisure, in doing so enabling them to access the same opportunities as their peers, regardless of needs or abilities."	The volunteer should be able to communicate and engage with others in a group environment and be able to help others with additional support needs to meet new people and try new things so they can increase their social and physical skills and have fun.	18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Reasonable travel expenses will be reimbursed at public transport rates.	"At the premises of the Inclusion Group, 41 North Lindsay Street, Dundee, DD1 1PW. This is within Dundee city centre and is within easy reach of bus and rail routes and has parking facitilites nearby. Reasonable travel costs will be reimbursed at public transport rates."	Sam Senkel	01382 322677	inclusiongroup@btconnect.com
