Work Type	Volunteering Opportunity: Ref	No. of Volunteers Required	Organisation: Organisation Name	Client Group	Title	Full Description	Organisation: Aims And Objectives	Experience Required	Minimum Age	Monday Morning	Monday Afternoon	Monday Evening	Tuesday Morning	Tuesday Afternoon	Tuesday Evening	Wednesday Morning	Wednesday Afternoon	Wednesday Evening	Thursday Morning	Thursday Afternoon	Thursday Evening	Friday Morning	Friday Afternoon	Friday Evening	Saturday Morning	Saturday Afternoon	Saturday Evening	Sunday Morning	Sunday Afternoon	Sunday Evening	Travel Expenses	Travel Details	Organisation Contact	Organisation: Phone	Organisation: Email
Befriending / Mentoring	VO43544	100	Equal Approach Ltd	Learning Disabilities	Mentor & Befriender	"We are currently working with Remploy and the Mentoring & Befriending Foundation (MBF) to recruit volunteers across the UK to support disabled and disadvantaged individuals who have been made redundant following the recent closure of Remploy factories. We want to train you to become a mentor or befriender to enable you to efffectively support disabled people who have been made redundant. With your help, these individuals could become more independent, confident and find a new job."	Equal Approach embraces equal opportunities and diversity in all of its business activities. The Company offers consultative recruitment solutions by working in partnership with both their clients and applicants to produce results that directly and positively impact on their business objectives. Much of the Company?s success can be attributed to the values they hold and that are embedded throughout the organisation which delivers a powerful business model and a vibrant organisation.	"Be a good listener, be reliable, have a caring attitude, be non-judgemental, be able to respect confidentiality and be committed to the development of others."	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1			Kiri Chahal	01283 743927	mentorforsuccess@equalapproach.com
Management / Business Skills	VO44387	12	Youth-Link Dundee	Young People	Board Member	"We are looking to recruit experienced individuals on a voluntary basis who can bring leadership, enthusiasm, vision and imagination to our Board of Directors. We currently have a diverse combination of skills and experience and while prior experience is not essential we would be delighted to hear from you if you have skills in any of the following areas: Social Work, Education, Health, Policing, Law, Financial Management, Fund-Raising, Human Resources, PR, Strategic Planning and Tendering. Must be able to attend monthly Board Meetings and carry out extra work in line with their experience when necessary."	To offer support on a one-to-one or group setting to young people (5 - 18) who are experiencing difficulties with their lives.	Experience in one of the above mentioned disciplines is essential. Excellent communication skills at all levels.	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		"This will happen within the office in Dundee, however some work may need to be carried out at home when required."	Linda Smith	01382 630063	admin@youthlinkdundee.org.uk
Tutoring / Supporting Learners	VO44393	2	Dundee Russian School	Children	Teaching Assistant	"The teaching assistant will help teachers and volunteers in classes with the children aged 2 - 12. Ability to speak fluent Russian is highly desirable. The teaching assistant is also expected to provide help with the organisation of cultural events, parties and celebrations. The teaching assistant will volunteer between 1 and 4 hours on Saturdays."	"Our primary goal is to provide an educational support to the bilingual children residing in Tayside and Fife. We also provide classes of Russian to adults and would like to provide classes of English to the Russian speaking parents and all new migrants from the fUSSR willing to improve their language skills. We are not a proper language centre rather a local charity, helping children and grown-ups to have a better start in life."	"Ability to speak Russian, relevant teaching or nursing experience are highly desirable."	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Car mileage paid as well as public transport tickets reimbursed.	Menzieshill High School.	Andriy Sukhodub	07742624807	sukhodub@yahoo.com
Management / Business Skills	VO44398	12	Youth-Link Dundee	Young People	Convenor	We will have a vacancy for a Convenor to lead the expanding Board of Directors from August 2013. Must be able to attend monthly Board Meetings and carry out extra work in line with their role when necessary.	To offer support on a one-to-one or group setting to young people (5 - 18) who are experiencing difficulties with their lives.	Experience at senior management/board level. Excellent communication skills at all levels. Strong personality and an understanding of corporate governance.	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0			Linda Smith	01382 630063	admin@youthlinkdundee.org.uk
Arts ( music/drama/crafts)	VO44426	3	Caledonia Housing Association (Dundee)	Elderly	Arts & Crafts Group Facilitator	"Caledonia Housing Association has 8 Sheltered Housing Schemes across Dundee providing accommodation for older people. Each Housing Scheme is very much a small community and our volunteer programme aims to increase the variety of social activities available to our tenants. We are recruiting friendly and sociable volunteers to facilitate Arts & Crafts groups for our tenants. We are looking for volunteers with a broad knowledge and the ability to share skills at all levels. This could be making greeting cards, knitting, making decorations or other interesting and stimulating craft activities you can come up with. We estimate that group sizes will be between 4 and 8 people."	"Caledonia Housing Association provides sustainable homes and a range of services for its tenants. The majority of its tenants are older people, from retirement age up. The volunteer programme is designed to support services for older people or those disadvantaged through disability or ill-health, living in the Dundee area. Home Help Service - Domestic Home Help service enabling customers to stay in their own home. Flexible personalised and professional service to you. All staff are PVG approved. Combatting social isolation."	"This would suit someone with a friendly, fun and outgoing personality. Someone who enjoys socialising, with empathy and an interest in supporting older people. You would need to be creative and have a broad knowledge of Arts and Crafts."	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Travel expenses for public transport will be reimbursed and expenses for fuel will be paid at 0.45 p per mile.	The housing schemes are spread throughout Dundee. We would look at where you live and the nearest schemes to you. The ability to travel would be an advantage.	Gary Flew	01382 237179	gary.flew@caledoniaha.co.uk
Tutoring / Supporting Learners	VO46403	30	Community Libraries (Leisure and Culture Dundee)	Tackling Unemployment	Opportunities Project Adviser	"As part of the Library and Information service of Leisure and Culture Dundee, your role will be to work within an informal library environment to support customers to develop their basic I.T. skills. This role will have a focus on developing individuals skills to enable the customer to engage with Internet based welfare rights and employabililty systems. Main tasks include providing training to individuals covering a variety of basic I.T. skills such as sending emails and using search engines, helping customers to use databases and Internet based welfare rights and employability systems, and signposting customers to specialist agencies and services."	"To support information developments in Neighbourhood Libraries and Centre throughout Dundee. To promote computer-based information resources to members of the community, supporting, guiding and enabling them to access these appropriately."	"Good communication skills, good level of basic I.T. skills, ability to share skills and knowledge and a friendly and approachable personality."	16	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0		This opportunity will take place in Public Libraries in Dundee.	Grant Ross	01382 431575	grant.ross@leisureandculturedundee.com
Committee Work	VO46420	1	Scottish Adult Congenital Heart Association	Health/Hospitals/Hospices	Secretary to the Board of Directors	"Have you worked with a committee before? Do you have any experience of taking minutes? Can you spare the time to help us by acting as Secretary to our Board of Directors? The Board meets every two months - the time varies. The main tasks will be preparing the Board agenda with the Chair, sending out papers for the meeting, attending Board meetings and taking minutes. You may also need to help with general correspondence between meetings."	Scottish Adult Congenital Heart Association aims to raise awareness of congenital heart defects and problems in adulthood. We also provide help and support to people with this condition as well as to their families and carers.	We're looking for someone with some experience of minute-taking. Experience of supporting a committee would be an advantage.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Reasonable travel expenses will be reimbursed.	"Board meetings will mainly take place in Dundee, although they may sometimes be in other parts of Scotland."	Scott Alexander	7825077238	
Administrative / Office Work	VO46435	0	Volunteer Centre (Dundee)	Young People	Saltire Assistant	"The Saltire Award recognises the achievements of young volunteers aged 12 to 25. We have a high demand for Saltire certificates and we are looking for a young person aged under 26 to help us with the following tasks one half-day a week - Making up information packs; Inputting data on new organisations into our database; Inputting data on new volunteers and certificate requests into our database; Filing registration forms and certificate requests; and Printing and sending out certificates. By volunteering with us, you will log hours towards your own Saltire Award. This opportunity will be for a three-month period to start with. We may also ask you to help us out occasionally with other administrative tasks in the office."	"Our vision is of a City which believes everyone of its people can contribute towards and benefit from making Dundee a better place to live. We?re currently developing Timebanks across the city, a new way of local people leading and making change happen in their local area. We?re also involving job seekers, parents, the older generation and young people in helping to design better services. We champion quality volunteering with our own Volunteer Friendly Award ? developed in Dundee and now a national quality standard."	"We are looking for someone who is happy using a computer, who is well organised and who pays attention to detail. No previous office experience is necessary as full training will be given, but previous experience of using a computer would be helpful."	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		"The administrative work takes place in the Volunteer Centre at Number Ten, 10 Constitution Road, Dundee. We're at the bottom of the hill, round the corner from the Ward Road Post Office. You may also get the chance to go out with our Development Worker to see how he promotes the Saltire Award."	Ricky Williamson	01382 305738	info@volunteerdundee.org.uk
Marketing / PR / Media	VO46474	14	Bridge FM	Arts (music /drama / crafts)	Ward Visitor	"The role of Ward Visitor is essential to the running of Bridge FM. The Ward Visitors are the front line of the service and are responsible for helping to promote the station to both staff and patients. You will need to approach patients who have varying degrees of illness/disability, offer patients a request and have a degree of general music knowledge, note any faults with the radio equipment in each ward and report these. The Ward Visitor should consider themselves to be a visitor to each patient and, in some cases, the patient's only visitor. The volunteer should therefore be able and willing to spend time with each patient to help their time in hospital pass as easily and pleasantly as possible."	"Bridge FM is Dundee's award winning hospital radio station. Volunteering at Bridge FM will give you the opportunity to brighten someone's day. Everything we do is dedicated to the patients within the Dundee Hospital Network, whether that be actually visiting them in the wards, providing them with football commentary or helping prepare our nightly request shows and saying hello to them on the radio."	"The role is best suited to people who are friendly, outgoing and confident. Talking to people who are ill or infirm should not make you feel uncomfortable."	18	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1		Ninewells Hospital with the possibility of Royal Victoria Hospital as well if we have Ninewells fully covered. Ninewells Hospital is a main bus terminus so there are lots of buses that pass the hospital. Royal Victoria is covered by National Express No 22 and Strathtay No 73.	Audrey McGalliard	07930642489	manager@bridgefm.org.uk
Marketing / PR / Media	VO46506	7	Bridge FM	Arts (music /drama / crafts)	Studio Assistant	"Each night of the week, Bridge FM have a Request Show and a Studio Assistant is needed for each one. The Studio Assistant is responsible for looking out music which is requested by patients and additional music which will fit into the style of music on the programme. The Studio Assistant will also deal with telephone and email requests. The cleanliness and tidiness of the studio complex is operated on a rota system between the Studio Assistants for each evening and everyone is expected to do their fair share of work. The Studio Assistant is also responsible for maintaining the CD library and may be needed to take part in on air content."	"Bridge FM is Dundee's award winning hospital radio station. Volunteering at Bridge FM will give you the opportunity to brighten someone's day. Everything we do is dedicated to the patients within the Dundee Hospital Network, whether that be actually visiting them in the wards, providing them with football commentary or helping prepare our nightly request shows and saying hello to them on the radio."	"The Studio Assistant role is best suited to people who are friendly, outgoing and confident. An interest and knowledge of all types of music would be an advantage."	18	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1		Ninewells Hospital. The Hospital is a main bus terminus so there are lots of buses that pass the Hospital.	Audrey McGalliard	07930642489	manager@bridgefm.org.uk
Driving / escorting	VO46520	5	Cornerstone (Dundee)	Elderly	Driver	"The people we support within our Dundee Homecare service like to attend groups, clubs and cafes. We are looking for caring individuals who are willing to drive the people we support to and from their weekly groups. All we ask is for an hour or so of your time each week or fortnight. No experience in the care sector is necessary but we do ask that you are a caring and patient individual with a drivers license. If you want to give something back to the community but you only have an hour to spare every now and then, this is a great opportunity for you. Any questions? Just ask."	"At Cornerstone our aim is simple, 'to enable the people we support to enjoy a valued life.' Every day acrosss Scotland we support people with 'dis'abilities and other support needs to become more independent and active in their community."	"Friendly, approachable and patient. Drivers license needed."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	We will provide you with mileage rates of 45p per mile.	From the people we support's homes to their clubs within Dundee.	Lorna Hornsby	01382 220238	enquiries@cornerstone.org.uk
Management / Business Skills	VO46614	5	Maxwell Information Centre	Anti poverty work	Board Member	"The Board provides governance to the organisation but the Maxwell Centre is small enough to appreciate Board members being actively involved in the delivery of services or the development of social enterprise if they wish. We have a clear vision of where we would like the Maxwell Centre to develop as a ?Community Space?, led by the community, responsive to their needs and working with them to improve health, wellbeing and education. As part of this vision we have already identified two social enterprise opportunities. We would ideally like people with specific skills from key areas of health, education or business to join us on the Board but we also need people who have the capacity to be involved further with the community. The Board meets monthly in the evening. In addition members can become involved further in specific projects and provide valuable assistance to the manager."	"Offering specialised complementary therapies, group work and courses to families touched by physical and emotional difficulties and their carers. Environment, gardening, allotment, recycling, up-cycle, community capacity building, social enterprise, health & wellbeing. Community development, learning opportunities (informal & formal) working with primary schools, youth groups."	"We are looking for people from a health, education or business background in particular to join our Board. Good communication skills are essential as is an interest in people. Humour and enthusiasm are always welcome."	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Reasonable out of pocket expenses incurred while acting as a volunteer can be reclaimed from the organisation. This would normally be agreed in advance.	The MAXwell Centre is based in Carnegie Street in the Hilltown area of Dundee.	Richard Howat	01382 802628	maxinfocentre@gmail.com
Conservation / Gardening	VO46703	6	Friends of Baxter Park	Environment	Gardeners	"Gardening in the Spring Grove is an opportunity to improve your physical and emotional well-being. It is an opportunity to feel useful in your local community. This work will give you a feeling of ownership over part of the park while learning a new skll, rebuild an old one and share in fellowship with like-minded people."	"To promote the conservation of the natural plant, animal and bird life of the park. To advance the education of the public in the history and natural history of the park, to provide facilities and events in the interests of users of the park to increase the number of times they visit the park or the length of time they spend on each visit."	An interest in plants and enthusiasm to improve the area for wildlife.	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Unfortunately, expenses cannot be refunded."	"Gardening work takes place in the Spring Grove, Baxter Park. It is the fenced-in area behind the Glass Park Centre. Bus nos. 15/117 and 28/29 go past the park."	Irene Shearer	01382 862022	irene.shearer@sky.com
Fundraising	VO46740	0	Action on Hearing Loss Scotland (Dundee)	Sensory Impairment	Community Fundraiser	"You will build and establish relationships within the local community, utilising local business and organisations in your area to encourage fundraising opportunities. You will need to maintain regular contact with the establishments to encourage participation in fundraising and carry out risk assessments prior to the event."	"We're the charity working for a world where hearing loss doesn't limit or label people, where tinnitus is silenced - and where people value and look after their hearing. The Hear to Help project offers hearing aid maintenance, support and information to hearing aid users across the whole of Tayside."	"You should have a knowledge or willingness to learn about the issues affecting Deaf and Hard of Hearing people, be well organised, a good communicator, friendly, reliable and outgoing, with some experience in cash handling."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	All public transport costs will be reimbursed. Mileage is paid at 45p a mile for care use which is paid a fortnight after submission.	"Office Base in Tayside Deaf Hub, 23 Brown Street, Dundee, DD1 5EF and also across Dundee."	Michelle Donoghue	01382 201073	michelle.donoghue@hearingloss.org.uk
Campaigning / Lobbying	VO46743	4	Action on Hearing Loss Scotland (Dundee)	Sensory Impairment	Campaign Assistant	To assist in the promotion of Action on Hearing Loss Scotland campaigns and vital awareness of issues affecting people who are deaf or hard of hearing. You will help with out campaigns activities that are aimed at improving the everyday lives of people with hearing loss. You will represent Action on Hearing Loss Scotland at a variety of events and create and organise information talks and events.	"We're the charity working for a world where hearing loss doesn't limit or label people, where tinnitus is silenced - and where people value and look after their hearing. The Hear to Help project offers hearing aid maintenance, support and information to hearing aid users across the whole of Tayside."	"Should have an interest in charity campaigning, be a good organiser and communicator, friendly and reliable, good administrative skills. An interest in working with Deaf and Hard of Hearing people would be an advantage."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"All public transport costs will be reimbursed. Mileage is paid at 45p per mile for care use, which is paid a fortnight after submission."	"Office Base in Tayside Deaf Hub, 23 Brown Street, Dundee, DD1 5EF and also across Dundee."	Michelle Donoghue	01382 201073	michelle.donoghue@hearingloss.org.uk
Homebased Volunteering	VO48590	0	Pet Fostering Service Scotland	Animals	Home Visitor	You will be contacted by PFSS when there is a need for a home visit in your area. You will contact the potential volunteer and arrange a time for the home visit to take place. We have some standard home visit paperwork that is completed for each foster home. What PFSS looks for when assessing a foster carer's home varies depending on the species they wish to foster. We ask that all foster carers be willing and able to safely keep foster cats indoors and foster dogs on a leash outdoors. Guidance on how to introduce a pet to their foster home is offered.	"Volunteers provide, in their own homes, care for domestic pets of owners who because of illness or emergency, are temporarily unable to look after them. Priority is given to elderly owners."	Should be IT literate.	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1		Within the potential fosterer's home.	Bob or Muriel Sinclair	0844 811 9909	info@pfss.org.uk
Short term / seasonal working	VO48602	2	Friends of the Earth - Tayside	Environment	Litter Tsar etc.	"There are many and varied possibilities for projects which FoET doesn't have enough people to do, ranging from hands-on practical work to research or lobbying. Planting trees is one, dealing with litter is another. How can we encourage people to take home and bin their greasy, sooty instant barbecue trays? Or - it would be good to find out how 'green' local businesses are and encourage improvement where appropriate. Or - provision for cyclists in Dundee is poor; what can be done to improve it? A traffic count might be a good start. The volunteer would have to be prepared to work quite a lot on their own intitiative, but a group member would provide support and guidance in planning and carrying out the project. This is a chance for you to do something you haven't done before and be dead chuffed with the result."	"Environmental justice - a decent environment for all; no more than a fair share of the earth's resources. The advancement of education, health, civic responsibility and community development. The advancement of environmental protection and improvement. T"	Someone who really cares about the environment and climate change. Should be able to work on own initiative and get on well with people. We have no premises so the volunteer would probably work from home. Basic IT skills (able to do emails) an advantage.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Public transport rates unless in exceptional circumstances.	Anywhere in Tayside can be considered. Necessary travel costs would be covered.	Anne Stuart	0131 243 2700	foe.tayside@hotmail.com
Befriending / Mentoring	VO50299	5	Cornerstone (Dundee)	Learning Disabilities	My Story Buddy	"We are looking for a team of creative individuals who are willing to give some of their time to help produce ""This is Me"" files for the people we support. Within these files, we will have the people's likes and dislikes, things that would help in certain situations, their favourite things, their schedules and so on. This project is new so we are looking for a small group of volunteers to start it up. We need creative and motivated individuals within the community. No experience is necessary; all we ask is that you are patient and caring. If you're interested in giving something back to the community and have an hour or so free each week, this could be the opportunity for you."	"At Cornerstone our aim is simple, 'to enable the people we support to enjoy a valued life.' Every day acrosss Scotland we support people with 'dis'abilities and other support needs to become more independent and active in their community."	"No experience is required. You should be creative, caring and patient. Potential volunteers will require a PVG check."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	All out of pocket expenses will be reimbursed on production of receipts. Travel at 45p per mile.	Dundee - most work will be at City Quay but travel to services around Dundee by bus or car will be required.	Lorna Hornsby	01382 220238	enquiries@cornerstone.org.uk
Youth Work	VO54024	0	LIFT OFF (Fife and Tayside Wider Access Forum)	Young People	Student Volunteer	"Fancy talking about what you do every day to high schools pupils? Are you: Interested in working with young people? Enthusiastic? Reliable? Keen to build your skills and develop your CV? Willing to be a champion of student life? If the answer is YES to all of these, then this could be the volunteering opportunity for you. LIFT OFF is a partnership of local colleges and universities in Fife and Tayside. We deliver a range of activities for S3 to S6 pupils in 13 partner secondary schools. We need your help to enthuse, inspire and inform them about higher education and life as a student. Further information about LIFT OFF and the role of the student volunteers can be found on our website at www.lift-off.org.uk . If you like what you see, there?s an online application form too. If you have any questions, get in touch with us on volunteeringwithliftoff@abertay.ac.uk"	"LIFT OFF is the schools project of the Fife and Tayside Wider Access Forum. We are a partnership organisation of all the colleges and universities in Fife, Dundee City, Angus and Perth & Kinross, Careers Scotland, the Open University and the four local authorities. We work with secondary schools across the Fife and Tayside region to raise awareness of, and promote access to, college and university among young people facing barriers to post-school education."	"Experience working with young people, communication skills, confidence, team work skills, organisation skills, meeting new people."	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Students will receive travel expenses for public transport (bus or train). Receipts must be kept and handed to a development worker. Expenses will be paid ASAP. (Expenses will not be paid for petrol.)	"In different partner schools, colleges and universities across Fife and Tayside. Where possible students will be provided with transport. However, if transport is not available students are reimbursed for their public travel expenses."	Stephanie Bone	08451 55 55 55 EXT 441975	volunteeringwithliftoff@abertay.ac.uk
Committee Work	VO54101	2	Dyspraxia Scotland	Learning Disabilities	Committee Member	We are looking to recruit people to assist in the development of the charity to become a nationally recognised support organisation for people with Dyspraxia. You would be involved not only in developing the charity but also supporting people across Scotland who have this commonly hidden disability to achieve their potential. This would be an exciting time to join our charity and might particularly appeal to anyone who has an interest in or experience of the education sector.	"Dyspraxia Scotland is here to provide information to children & adults on Dyspraxia across Scotland. We aim to do this by raising awareness of Dyspraxia among educators, health professionals and community in general; to design appropriate training to help professionals and others work with and for people with Dyspraxia. To design a programme to help develop specialists who will provide support for people with Dyspraxia on a regional basis; to encourage development of specific talents and skills among people with Dyspraxia to enable them to identify learning opportunities and, where necessary, carers."	"Good organisational and communication skills, knowledge of education sector would be advantageous but not essential. Experience of applying for funding would be useful to support chairperson in sourcing funding."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Expenses are not currently paid.	We will meet at locations to suit the volunteers as we currently do not have any office space.	Stuart Craigon	01382 781642	stuart_craigon2003@yahoo.co.uk
Sports / Outdoor activities	VO54550	7	Caledonia Housing Association (Dundee)	Elderly	Gentle Seated Exercise Volunteer	"Caledonia HA has 8 Sheltered Schemes across Dundee providing accommodation for older people and we also provide support for other housing associations. Each Housing Scheme is a small community. We are recruiting friendly, sociable and creative volunteers to organise gentle seated physical exercise classes. These are small groups of older people usually between 3 and 9 per class. The exercise programme is designed for people with limited mobility and for those who spend most of the day sitting down. Training and equipment will be provided."	"Caledonia Housing Association provides sustainable homes and a range of services for its tenants. The majority of its tenants are older people, from retirement age up. The volunteer programme is designed to support services for older people or those disadvantaged through disability or ill-health, living in the Dundee area. Home Help Service - Domestic Home Help service enabling customers to stay in their own home. Flexible personalised and professional service to you. All staff are PVG approved. Combatting social isolation."	"This would suit someone with a friendly, fun and outgoing personality. Someone who enjoys socialising, with empathy and an interest in supporting older people. You will need to be a creative person and reliable. Training will be provided in the exercise technique, so anyone can deliver these classes."	16	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	Travel expenses for public transport will be reimbursed and expenses for fuel will be paid @ 0.45p per mile	"There are several sheltered housing schemes needing a volunteer: Dickson Avenue ? Menzieshill, Magdalen Yard Road ? off Perth Road, Muirlands ? Off the Perth Road, Sidlaw House Ardler estate, Monifieth, Balunie Drive and Birkhill."	Gary Flew	01382 237179	gary.flew@caledoniaha.co.uk
Playschemes / Childrens Clubs	VO54563	0	Cornerstone (Dundee)	Learning Disabilities	Activity Enabler	"Volunteers are required to help out at our short breaks service where children will be offered a safe and friendly environment to meet other children and have fun taking part in a variety of activities. You will be part of a small team of staff and other volunteers assisting with planning and preparing for each session, encouraging children to join in and get the most from the activities and helping to tidy up at the end. This opportunity would suit people who are interested in childcare as a future career and are looking for experience or perhaps you'd like to share skills you already have such as music, art and storytelling."	"At Cornerstone our aim is simple, 'to enable the people we support to enjoy a valued life.' Every day acrosss Scotland we support people with 'dis'abilities and other support needs to become more independent and active in their community."	We would be especially interested to hear from people who have previous experience with children or people who have a disability - this is not essential as training will be given.	16	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	45p per mile and public transport reimbursed.	"Activities will normally happen in Broughty Ferry, Dundee and occasionally at other local venues, depending on activities."	Lorna Hornsby	01382 220238	enquiries@cornerstone.org.uk
Fundraising	VO54565	1	Yusuf Youth Initiative	Young People	Funder Finder	The opportunity involves working to become well informed on current projects by liaising with project leaders. The volunteer will also carry out relevant research in order to then fill out our funding applications and also be required to meet with funders. There will also be scope for you to find and inform project leaders of other funding opportunities.	"The Yusuf Youth Initiative is a dynamic youth led organization aspiring to nurture leaders of tomorrow. We provide enriching programs incorporating accreditation in sports, volunteering and the development of social action projects that will encourage young people from the BME community to grow, strive and become change makers in a vibrant and changing society."	We are ideally looking for someone who has experience of working with charity organisations and experience with funding applications.	18	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	Travel expenses paid as required.	"You will be based at Yusuf Youth Initiative, 34 Bellfield Street, Dundee."	Faisal Hussein	01382 226691	faisal.hussein@yyi.org.uk
Computing	VO54679	1	Yusuf Youth Initiative	Young People	Website Developer	"Change Makers is one of YYI?s current exciting projects which aims to provide young people from the BME community in Dundee with information and support on employment, volunteering & training opportunities in Dundee. The volunteer?s role will be to work alongside the project manager, familiarise themselves with the project and to develop, and update the current website. The role will also involve coming up with creative new ideas to change and add to the website with the possibility of working on new features of the website such as newsletters, polls, project gallery. This will provide up to date and relevant information on the project."	"The Yusuf Youth Initiative is a dynamic youth led organization aspiring to nurture leaders of tomorrow. We provide enriching programs incorporating accreditation in sports, volunteering and the development of social action projects that will encourage young people from the BME community to grow, strive and become change makers in a vibrant and changing society."	The role requires someone who has good IT skills and has had experience in web design.	18	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	Travel expenses paid as required.	"You will be based at YYI, 34 Bellfield street, Dundee"	Faisal Hussein	01382 226691	faisal.hussein@yyi.org.uk
Fundraising	VO54746	1	Macmillan Cancer Support (Dundee)	Families	Public Collections Assistant	"No one should face cancer alone. With your help no-one will. There are over 2 million people in the UK living with or beyond cancer and that number will rise to 4 million by 2030. You can help us to provide vital services to support people affected by cancer. Helping out with our public collections at supermarkets and at a variety of local events is a great chance to use or improve your skills at dealing with the public, talking about Macmillan?s work and engaging with supporters. You?ll need patience, a cheery personality, sturdy shoes and stamina ? because we can?t guarantee sunshine. But we can be sure you?ll get a lot of satisfaction from a job well done."	Macmillan Cancer Support is a national charity whose objective is to help everyone affected by cancer. We have a regional fundraising office in Dundee which covers the Perth & Kinross area. The aim is to have funds in order to help people affected by cancer.	"A cheerful and outgoing personality are real assets in this position; it takes patience and stamina too. If you like meeting people, you?ll enjoy this role."	18	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	Mileage to and from collection venues is reimbursed at a rate in accordance with Macmillan?s current volunteer policy.	Dundee.	Fundraising Support Centre	0300 1000 200	eastscotland@macmillan.org.uk
Catering	VO54792	3	Sheriff Court Tea Bar	Crime / Safety	General Assistant	"You will make up thermal flasks of tea and place these onto a trolley with rolls, sweets, crisps etc which are then bought by members of the public at the Sheriff Court. At the end of the session some tidying and washing up is required."	Sheriff Court Tea Bar sells refreshments to the public at the Sheriff Court on a daily basis. This is run by volunteers with all proceeds going to local charities.	"Reliable, friendly, good people skills."	16	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	Public Transport is reimbursed as arranged with the organiser.	"Sheriff Court, Bell Street, Dundee."	Isobel Greig	01382 737051	murielormond@btinternet.com
Tutoring / Supporting Learners	VO54831	10	Lead Scotland	Physical Disability	Basic IT Support Assistant	"Do you have a willingness to support an individual to learn in a flexible way that is tailored to their needs? Do you have basic knowledge of how to use a computer and/or tablet that you could share with someone in a comfortable and supportive environment? If this describes you, then Lead Scotland would like to hear from you! We are keen to hear from individuals who feel confident to share and pass on some basic computer skills. You are not required to be a computer genius ? just someone who is fairly confident to use a computer or tablet for sociable and practical activities. Some practical skills you could offer may include: Demonstrating how to turn on/off a computer; How to use basic functions such as Microsoft Word; How to surf the net to perform simple tasks ? such as using social networking sites (Facebook/Twitter/Skype), playing online games, doing online shopping or browsing websites. Lead Scotland are keen to support volunteers to volunteer in roles of their choice."	"Develop learning opportunities for diabled adults, support life long learning. Train and support volunteers in the delivery of LEAD services"	"Good communication and listening skills, an open and supportive manner, non-judgemental and non-discriminatory, ability to maintain confidentiality, a positive attitude to disability, reliable and punctual, and a commitment to equal opportunities."	18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Out of pocket expenses are paid on a monthly basis. A car mileage allowance is paid at 40p per mile and any other expenses (e.g. bus/train fayres) are paid through display of receipts.	"Volunteering can take place in a variety of settings to suit both the learner and volunteer - the learner's home, colleges and other education environments, libraries and local community centres."	Fiona Toner	0131 228 9441	info@learninglink.co.uk
